Hackerspace,Hackerspace#,Country,State,City,Website,Date-of-founding,Hackerspace-status,data-sort-value,
ImperatriX,ImperatriX,Brazil,Maranhão,Imperatriz,https://www.facebook.com/groups/hackerspaceitz/,30 September 2013,building,2456565.5,
Trolegio,Trolegio,United State of America,Puerto Rico,Mayagüez,http://www.uprm.edu,1 October 2013,planned,2456566.5,
Cuppa Pulp Creative,Cuppa Pulp Creative,United States of America,New York,Nanuet,,1 October 2013,building,2456566.5,
BitValley,BitValley,Spain,,Malaga,http://bitvalley.cc,1 October 2013,active,2456566.5,
CHAMP,CHAMP,United States of America,Ohio,Canton,http://HackCanton.com,1 October 2013,active,2456566.5,
Windsor Hackforge,Windsor Hackforge,Canada,Ontario,Windsor,http://hackf.org/,1 October 2013,active,2456566.5,
SoTechie Cincy,SoTechie Cincy,United States of America,Ohio,Cincinnati,http://www.coworkcincy.com,3 October 2013,unknown,2456568.5,
HackerSpace Maringá,HackerSpace Maringá,Brazil,Paraná,Maringá,http://www.hackerspacemaringa.org,5 October 2013,active,2456570.5,
Hackerspace Litoral,Hackerspace Litoral,Argentina,Santa Fe,Santa Fe,,13 October 2013,active,2456578.5,
CoWorkSpacer Nusajaya,CoWorkSpacer Nusajaya,Malaysia,Johor,Nusajaya,http://www.coworkspacer.com,15 October 2013,active,2456580.5,
Hack Local,Hack Local,United State of America,Michigan,Lansing,http://hacklocal.org,15 October 2013,building,2456580.5,
PlanZero,PlanZero,Romania,Timis,Timisoara,http://planzero.ro,18 October 2013,active,2456583.5,
PMClab,PMClab,France,Ile de France,Paris,http://pmclab.fr,28 October 2013,active,2456593.5,
The Wet Lab,The Wet Lab,United States of America,California,San Diego,http://www.thewetlab.org,1 November 2013,active,2456597.5,
Lowell Makes,Lowell Makes,United States of America,Massachusetts,Lowell,http://lowellmakes.com,1 November 2013,active,2456597.5,
Limassol Hackerspace,Limassol Hackerspace,Cyprus,Limassol,Limassol,http://www.limassolhackerspace.org/,1 November 2013,planned,2456597.5,
ARC Hub PNH,ARC Hub PNH,Cambodia,Phnom Penh,Phnom Penh,http://www.archubpnh.com,1 November 2013,active,2456597.5,
Hackers in Residence Tsinghua,Hackers in Residence Tsinghua,China,Beijing,Beijing,http://toyhouse.cc,1 November 2013,planned,2456597.5,
Loop Coworking,Loop Coworking,Argentina,CORDOBA,Cordoba,http://loopcoworking.org/,1 November 2013,active,2456597.5,
Leicester Hackspace,Leicester Hackspace,United Kingdom,Leicestershire,Leicester,http://leicesterhackspace.org.uk,1 November 2013,active,2456597.5,
TechSpace,TechSpace,China,Guangdong,Shenzhen,http://www.techspace.cn,1 November 2013,active,2456597.5,
TDvenlo,TDvenlo,Netherlands,Limburg,Venlo,http://tdvenlo.nl,1 November 2013,active,2456597.5,
Asheville Makers / OpenSpace,Asheville Makers / OpenSpace,United States of America,North Carolina,Asheville,http://www.ashevillemakers.org,5 November 2013,active,2456601.5,
ConCore,ConCore,Russian Federation,Saint-Petersburg,Saint-Petersburg,http://ConCore.su,7 November 2013,active,2456603.5,
Makers Asylum,Makers Asylum,India,Maharashtra,Mumbai,http://makersasylum.com/,7 November 2013,active,2456603.5,
Neverlan,Neverlan,United States of America,Idaho,Twin Falls,,9 November 2013,building,2456605.5,
HacksturLab,HacksturLab,Spain,Asturias,Gijon,https://cottonio.no-ip.org/hacklab/,9 November 2013,active,2456605.5,
Synth.Lab,Synth.Lab,United States of America,Florida,Little Lakes (Lake Mack),,10 November 2013,building,2456606.5,
Hackspace Catania,Hackspace Catania,Italy,Sicily,Catania,http://www.hackspacecatania.it,11 November 2013,active,2456607.5,
Hackspacecatania,Hackspacecatania,Italy,Sicily,Catania,http://www.hackspacecatania.it,11 November 2013,active,2456607.5,
Artifice,Artifice,United States of America,Illinois,Chicago,http://www.artificechicago.org,11 November 2013,planned,2456607.5,
"Pork Healing at Ing Doi, Pai, Thailand","Pork Healing at Ing Doi, Pai, Thailand",Thailand,Maehongson,Pai,http://www.ingdoihouse.com/,11 November 2013,active,2456607.5,
UAT Digital Makers,UAT Digital Makers,United States of America,Arizona,Tempe,http://www.digitalmaker.com/,13 November 2013,active,2456609.5,
Ballarat Hackerspace,Ballarat Hackerspace,Australia,Victoria,Ballarat,https://ballarathackerspace.org.au,13 November 2013,active,2456609.5,
Hackerspace Iasi,Hackerspace Iasi,Romania,Iasi,Iasi,http://hackerspaceiasi.ro/,15 November 2013,active,2456611.5,
Swansea Hackspace,Swansea Hackspace,United Kingdom,Wales,Swansea,http://swansea.hackspace.org.uk,15 November 2013,active,2456611.5,
H4ckL4luch4,H4ckL4luch4,United States of America,Arkansas,Conway,http://thelocals.be,15 November 2013,planned,2456611.5,
TechShop Chandler,TechShop Chandler,United States of America,Arizona,Chandler,http://www.techshop.com,16 November 2013,active,2456612.5,
Dongguanmaker,Dongguanmaker,China,Guangdong,Dongguan,http://304.kechuang.org/?page_id=107,19 November 2013,active,2456615.5,
Tartu Häkkerikoda,Tartu Häkkerikoda,Estonia,,Tartu,https://hackest.org,25 November 2013,active,2456621.5,
Hundredth Monkey,Hundredth Monkey,United States of America,Wisconsin,Menomonie,http://hundredthmonkeymakerspace.com/,30 November 2013,active,2456626.5,
Helios Makerspace,Helios Makerspace,Canada,Quebec,Montreal,http://heliospace.ca/,1 December 2013,active,2456627.5,
La Galeria MakerSpace,La Galeria MakerSpace,Colombia,Quindío,Armenia,http://lagaleriaarmenia.com,1 December 2013,active,2456627.5,
801 Labs,801 Labs,United States of America,Utah,Salt Lake City,https://www.801labs.org,1 December 2013,active,2456627.5,
Hackerspace Moldova,Hackerspace Moldova,Republic of Moldova,Chisinau,Chisinau,http://itinmd.com/,1 December 2013,planned,2456627.5,
Anchorage Makerspace,Anchorage Makerspace,United States of America,Alaska,Anchorage,http://www.AnchorageMakerspace.org,1 December 2013,active,2456627.5,
Geelong Hackerspace,Geelong Hackerspace,Australia,Victoria,Geelong,http://startupcloud.com.au/hackerspace/,5 December 2013,planned,2456631.5,
TIF-IT-Labor,TIF-IT-Labor,Germany,Thuringia,Gotha,https://www.tif-it.org/,7 December 2013,active,2456633.5,
Code Self Study,Code Self Study,United States of America,California,Berkeley,http://codeselfstudy.com/edu,9 December 2013,unknown,2456635.5,
Frostbox,Frostbox,United States of America,California,Oakland,https://sudoroom.org/wiki/Frostbox,10 December 2013,building,2456636.5,
Make-Create,Make-Create,Australia,Victoria,Melbourne,http://make-create.org/,10 December 2013,active,2456636.5,
Vigyan Ashram DIY Lab,Vigyan Ashram DIY Lab,India,Maharashtra,Pune,http://www.vigyanashram.com/,10 December 2013,active,2456636.5,
Chimera Arts and Maker Space,Chimera Arts and Maker Space,United States of America,California,Sebastopol,http://chimeraarts.org/,14 December 2013,active,2456640.5,
SWJTU Makerspace,SWJTU Makerspace,China,SiChuan,Chengdu,http://maker.swjtu.edu.cn,16 December 2013,active,2456642.5,
OpenSet,OpenSet,United States of America,New York,Brooklyn,http://hackerspaces.org/wiki/OpenSet,20 December 2013,active,2456646.5,
Digilions,Digilions,Greece,Attika,Piraeus,,29 December 2013,planned,2456655.5,
Http://hackerspaces.org/wiki/Los Angeles,Http://hackerspaces.org/wiki/Los Angeles,United States of America,California,Los Angeles,http://www.hexlabmakerspace.com,31 December 2013,active,2456657.5,
Makeville,Makeville,United States of America,Minnesota,Lakeville,http://www.Makeville.org,1 January 2014,planned,2456658.5,
STL Makers,STL Makers,United States of America,Missouri,Saint Louis,http://stlmakers.org,1 January 2014,building,2456658.5,
Garde,Garde,Finland,Kainuu,Kajaani,http://www.garde.fi,1 January 2014,planned,2456658.5,
Lab Rats hackerspace,Lab Rats hackerspace,United States of America,Florida,Fort Lauderdale,,1 January 2014,planned,2456658.5,
LOHS,LOHS,France,Rhône-Alpes,Cran-Gevrier,http://lohs.fr,1 January 2014,active,2456658.5,
LabHacker Câmara dos Deputados,LabHacker Câmara dos Deputados,Brazil,Distrito Federal,Brasília,,1 January 2014,active,2456658.5,
UAWC3 Labs,UAWC3 Labs,United States of America,Ohio,Orrville,http://blogs.uakron.edu/waynec3/,1 January 2014,active,2456658.5,
Hatch,Hatch,Romania,Bucharest,Bucharest,http://hatchatelier.ro,1 January 2014,active,2456658.5,
ELECTRONICS::lab,ELECTRONICS::lab,Belgium,West-Flanders,Kortrijk,http://www.electronicslab.be,1 January 2014,building,2456658.5,
NavLab,NavLab,France,French Riviera,Antibes,http://navlab.avitys.com,1 January 2014,planned,2456658.5,
Fat Cat FAB LAB,Fat Cat FAB LAB,United States of America,New York,New York City,http://www.fatcatfablab.org,1 January 2014,active,2456658.5,
Steel House,Steel House,United States of America,Maine,Rockland,http://www.rocklandsteelhouse.com,1 January 2014,active,2456658.5,
Maker Labs,Maker Labs,South Africa,Gauteng,Johannesburg,http://www.makerlabs.co.za,1 January 2014,active,2456658.5,
Missoula Makerspace,Missoula Makerspace,United States of America,Montana,Missoula,http://missoulamakerspace.com,1 January 2014,active,2456658.5,
EMC Techlabs,EMC Techlabs,India,Gujarat,Ahmedabad,https://www.emctechlabs.com,1 January 2014,active,2456658.5,
MACH,MACH,United States of America,Arizona,Phoenix,http://www.phoenixpubliclibrary.org/teens/Pages/MACH/MACH.aspx,1 January 2014,active,2456658.5,
Katy HackerSpace,Katy HackerSpace,Usa,TX,Katy,,1 January 2014,planned,2456658.5,
M0usePad,M0usePad,United States of America,California,Oakland,,6 January 2014,closed,2456663.5,
TheLab.ms,TheLab.ms,United States of America,Texas,Dallas,https://thelab.ms,7 January 2014,active,2456664.5,
EmancipoLab,EmancipoLab,France,,Paris,,7 January 2014,active,2456664.5,
OpenBerlin,OpenBerlin,Germany,Berlin,Berlin,,8 January 2014,building,2456665.5,
3drevolution,3drevolution,Brazil,São Paulo,São Paulo,http://www.3drevolution.com.br,10 January 2014,planned,2456667.5,
Chaos Cowork Cluj,Chaos Cowork Cluj,Romania,Cluj,Cluj-Napoca,http://chaoscc.ro/,11 January 2014,active,2456668.5,
Parker Concepts,Parker Concepts,US,New York,New York,http://www.parkerconcepts.com/,15 January 2014,building,2456672.5,
Bangkok MakerSpace,Bangkok MakerSpace,Thailand,Bangkok,Bangkok,http://www.bangkokmakerspace.com,15 January 2014,active,2456672.5,
MAKER's EDGe,MAKER's EDGe,United States of America,Texas,Waco,http://makersedge.blogspot.com,15 January 2014,active,2456672.5,
Hackerspace DSI SVA,Hackerspace DSI SVA,United States of America,New York,New York City,,18 January 2014,planned,2456675.5,
Freies Labor,Freies Labor,Germany,Niedersachsen,Hildesheim,http://freieslabor.org,25 January 2014,active,2456682.5,
Munich Maker Lab,Munich Maker Lab,Germany,Bavaria,Munich,https://munichmakerlab.de/,1 February 2014,active,2456689.5,
Colima Hacklab,Colima Hacklab,Mexico,Colima,Colima,http://hacklab.cc,1 February 2014,active,2456689.5,
Arbol,Arbol,Argentina,Buenos Aires,Buenos Aires,,2 February 2014,planned,2456690.5,
Gatineau Sustainable Makerspace,Gatineau Sustainable Makerspace,Canada,Quebec,Gatineau,http://www.meetup.com/Gatineau-Sustainable-Makerspace-Meetup/,3 February 2014,active,2456691.5,
WerkRaum,WerkRaum,Germany,Saxony,Zittau,http://werkraum.freiraumzittau.de/,6 February 2014,active,2456694.5,
Convergence,Convergence,Pakistan,Punjab,Lahore,,9 February 2014,planned,2456697.5,
Hackspace Ulan-Ude,Hackspace Ulan-Ude,Russian Federation,Buryatia,Ulan-Ude,http://vk.com/club66171791,11 February 2014,building,2456699.5,
Hackron,Hackron,United States of America,Ohio,Akron,http://hackron.org/,12 February 2014,planned,2456700.5,anterior
M.A.C.H. 925,M.A.C.H. 925,United States of America,California,Concord,http://www.eastbayhackers.com,14 February 2014,planned,2456702.5,próximo
Navigatorcampus,Navigatorcampus,Russian Federation,Tatarstan,Kazan,http://navigatorcampus.com/,15 February 2014,active,2456703.5,
Jaraqui Hackerspace,Jaraqui Hackerspace,Brazil,Amazonas,Manaus,,16 February 2014,planned,2456704.5,
Navigator,Navigator,Russian Federation,Tatarstan,Kazan,http://navigatorcampus.com/,16 February 2014,active,2456704.5,
Catalyze Chicago,Catalyze Chicago,United States of America,Illinois,Chicago,http://www.catalyzechicago.org,17 February 2014,active,2456705.5,
West metro makerspace,West metro makerspace,United States of America,Colorado,Arvada,http://www.westmetromakers.com/,20 February 2014,building,2456708.5,
Hub Makerspace,Hub Makerspace,Dominican Republic,,Santo Domingo,http://www.hubmakerspace.do,20 February 2014,active,2456708.5,
Ideamaker,Ideamaker,United States of America,CA,Whittier,http://www.ideamaker.org,21 February 2014,building,2456709.5,
Lower Haight Lab,Lower Haight Lab,United State of America,California,San Francisco,http://lowerhaightlab.org/,22 February 2014,planned,2456710.5,
WikicharliE,WikicharliE,Chile,Región Metropolitana,Santiago,http://wikicharlie.cl,25 February 2014,active,2456713.5,
Athlone Hackerspace,Athlone Hackerspace,Ireland,Westmeath,Athlone,http://groupspaces.com/AthloneHackerspace/,26 February 2014,active,2456714.5,
Bug Hackers,Bug Hackers,Brazil,Amazonas,Manaus,,26 February 2014,building,2456714.5,
Raleigh Makerspace,Raleigh Makerspace,United States of America,North Carolina,Raleigh,http://www.raleighmakerspace.com/,1 March 2014,active,2456717.5,
Toolbox Bodensee e.V.,Toolbox Bodensee e.V.,Germany,Baden-Württemberg,Markdorf,http://toolbox-bodensee.de/,1 March 2014,active,2456717.5,
Nerd2Nerd,Nerd2Nerd,Germany,Bavaria,Würzburg,http://www.nerd2nerd.org,1 March 2014,active,2456717.5,
Anadolu MakerSpace,Anadolu MakerSpace,Turkey,,Istanbul,http://www.anadolums.com,1 March 2014,planned,2456717.5,
Proto.Lab,Proto.Lab,United State of America,Minnesota,Duluth,,1 March 2014,planned,2456717.5,
Pori-Hacklab,Pori-Hacklab,Finland,Satakunta,Pori,http://pori.hacklab.fi,4 March 2014,active,2456720.5,
Pandora,Pandora,Argentina,CORDOBA,CORDOBA,http://ctpcordoba.com.ar/,10 March 2014,active,2456726.5,
LFTUM,LFTUM,United States of America,Louisiana,Lafayette,http://lftum.com,11 March 2014,building,2456727.5,
SMART Lab,SMART Lab,Pakistan,,Islamabad,http://smart.seecs.nust.edu.pk,14 March 2014,active,2456730.5,
OpenSpace,OpenSpace,United States of America,Illinois,Murphysboro,http://Openspace.io,17 March 2014,active,2456733.5,
Hackerspace NTNU,Hackerspace NTNU,Norway,Sør Trøndelag,Trondheim,http://hackerspace.idi.ntnu.no/‎,18 March 2014,active,2456734.5,
Geekwine,Geekwine,United States of America,California,Los Angeles,http://twitter.com/geekwine/,25 March 2014,active,2456741.5,
Hackerspace Nagoya,Hackerspace Nagoya,Japan,Aichi,Nagoya,https://hackerspace-nagoya.squarespace.com/#about,1 April 2014,planned,2456748.5,
Gibsons Hack Space (GHS),Gibsons Hack Space (GHS),Canada,British Columbia,Gibsons,http://GibsonsHackSpace.com,1 April 2014,active,2456748.5,
Spacepirate,Spacepirate,Brazil,Bahia,Salvador,,1 April 2014,unknown,2456748.5,
Hackerspace valencia,Hackerspace valencia,Spain,Valencia,Valencia,http://makers.com.es/,1 April 2014,active,2456748.5,
Estudio 664,Estudio 664,Mexico,Baja California,Tijuana,http://estudio664.net,7 April 2014,active,2456754.5,
LABio,LABio,France,,Senlis,http://www.asso-labio.fr/,8 April 2014,active,2456755.5,
Fabrica de Ideias,Fabrica de Ideias,Brazil,Rio Grande do Sul,Porto Alegre,http://www.fabricadeideiascw.com.br/startups/hackerspace/,12 April 2014,active,2456759.5,
ForHacker,ForHacker,Brazil,Ceará,Fortaleza,http://www.forhackerspace.org,12 April 2014,active,2456759.5,
Dexterinside,Dexterinside,India,Delhi,New Delhi,http://www.dexterinside.com,18 April 2014,active,2456765.5,
Hackerspace-santacruzdosul,Hackerspace-santacruzdosul,Brazil,Rio Grande do Sul,Santa Cruz do Sul,,18 April 2014,building,2456765.5,
Pikes Peak Electronics Engineering,Pikes Peak Electronics Engineering,United States of America,Colorado,Colorado Springs,http://www.p2e2.org,20 April 2014,active,2456767.5,
Kokiri Lab,Kokiri Lab,United States of America,California,Los Angeles,http://www.kokirilab.com/,22 April 2014,active,2456769.5,
Epicnamespace,Epicnamespace,Germany,Nordrhein-Westfalen,Bonn,https://www.epicnamespace.org,23 April 2014,planned,2456770.5,
North West Valley TechLab,North West Valley TechLab,United State of America,Arizona,Surprise,http://www.nwvtechlab.org,23 April 2014,planned,2456770.5,
Wukong Club,Wukong Club,China,Hubei,Wuhan,http://www.wukongclub.com,1 May 2014,active,2456778.5,
Hackube,Hackube,Bulgaria,Veliko Tarnovo,Veliko Tarnovo,,1 May 2014,building,2456778.5,
River City Labs,River City Labs,United States of America,Illinois,Peoria,http://rivercitylabs.org,1 May 2014,active,2456778.5,
Things Lab,Things Lab,Albania,Tirana,Tirana,,1 May 2014,active,2456778.5,
DMZ Sydney,DMZ Sydney,Australia,New South Wales,Sydney,,1 May 2014,,2456778.5,
Dumont Hackerspace,Dumont Hackerspace,Brazil,,,,7 May 2014,active,2456784.5,
MDZHack,MDZHack,Argentina,Mendoza,Mendoza,http://github.com/mdzhack,7 May 2014,planned,2456784.5,
Marie's Tea Room Hackerspace,Marie's Tea Room Hackerspace,United Kingdom,Kent,London,http://mariestearoom.co.uk/events/makerspace,12 May 2014,active,2456789.5,
Urban Workshop,Urban Workshop,United States of America,California,Costa Mesa,http://www.urbanworkshop.net,15 May 2014,active,2456792.5,
Mosul space,Mosul space,Iraq,Mosul,Mosul,,22 May 2014,active,2456799.5,
Teresinahc,Teresinahc,Brazil,Piaui,Teresina,,25 May 2014,active,2456802.5,
Intelirobot,Intelirobot,Mexico,San Luis Potosí,San Luis Potosí,http://www.intelirobot.com.mx/makerspace.html,30 May 2014,active,2456807.5,
HackBerry Lab,HackBerry Lab,United States of America,Georgia,Rome,http://hackberrylab.com,1 June 2014,active,2456809.5,
The Bodgery,The Bodgery,United States of America,Wisconsin,Madison,http://thebodgery.org,1 June 2014,active,2456809.5,
HacKafe US,HacKafe US,United States of America,New Mexico,Albuquerque,http://www.hackafe.us,1 June 2014,active,2456809.5,
Fort Collins Creator Hub,Fort Collins Creator Hub,United States of America,Colorado,Fort Collins,http://www.fortcollinscreatorhub.org/,1 June 2014,active,2456809.5,
Tinkersmiths,Tinkersmiths,United States of America,Virginia,Charlottesville,http://tinkersmiths.com,1 June 2014,active,2456809.5,
Vecbox,Vecbox,Palestine,West-Bank,Ramallah,https://www.vecbox.com,7 June 2014,active,2456815.5,
HackLabAsu,HackLabAsu,Paraguay,Asuncion,Asuncion,http://www.hacklabasu.org/,12 June 2014,active,2456820.5,
MakerDepot,MakerDepot,United States of America,New Jersey,Totowa,http://www.themakerdepot.com,15 June 2014,active,2456823.5,
Coventry Makerspace,Coventry Makerspace,United Kingdom,West Midlands,Coventry,http://www.coventrymakerspace.com,19 June 2014,building,2456827.5,
Socal Hackerspace,Socal Hackerspace,United States of America,California,Los Angeles,,26 June 2014,planned,2456834.5,
NerdBridge,NerdBridge,Germany,Lower-Saxony,Einbeck,http://www.nerdbridge.de,27 June 2014,active,2456835.5,
Eastern Suburbs Hackers Group,Eastern Suburbs Hackers Group,Australia,Victoria,Melbourne,http://easthack.com/,29 June 2014,active,2456837.5,
Fablab Wuerzburg,Fablab Wuerzburg,Germany,Bavaria,Wuerzburg,https://fablab-wuerzburg.de,1 July 2014,active,2456839.5,
Futev,Futev,Germany,Lower-Saxony,Lingen,https://forschungundtechnikev.de,1 July 2014,active,2456839.5,
Laboratório TransformARTE,Laboratório TransformARTE,Brazil,Parana,Medianeira,,1 July 2014,active,2456839.5,
Blueseed,Blueseed,United States of America,California,Blueseed,http://blueseed.co,1 July 2014,planned,2456839.5,
Prishtina Hackerspace,Prishtina Hackerspace,Kosovo,,Prishtina,http://www.prishtinahackerspace.org,1 July 2014,active,2456839.5,
Hackuarium,Hackuarium,Switzerland,Vaud,Renens,http://hackuarium.ch,3 July 2014,active,2456841.5,
FabLab Saga,FabLab Saga,Japan,Saga,Saga,https://www.facebook.com/FabLabSaga,4 July 2014,active,2456842.5,
Fraser Valley Makerspace,Fraser Valley Makerspace,Canada,British Columbia,Langley,http://fvmakers.com/,8 July 2014,active,2456846.5,
The Maker Station,The Maker Station,United States of America,Georgia,Marietta,http://www.themakerstation.com,9 July 2014,active,2456847.5,
TheGizmoDojo,TheGizmoDojo,United States of America,Colorado,Broomfield,http://www.TheGizmoDojo.com,14 July 2014,planned,2456852.5,
HackStock,HackStock,Germany,Bavaria,Nuremberg,,18 July 2014,planned,2456856.5,
Sainté openlab,Sainté openlab,France,Auvergne-Rhône-Alpes,Saint-Étienne,https://www.steopenlab.eu/,20 July 2014,active,2456858.5,
St Joe (MO) Hackerspace,St Joe (MO) Hackerspace,United States of America,Missouri,Saint Joseph,,22 July 2014,planned,2456860.5,
Maschinendeck,Maschinendeck,Germany,Rhineland-Palatinate,Trier,http://www.maschinendeck.org,23 July 2014,active,2456861.5,
Ipswich Makerspace,Ipswich Makerspace,United Kingdom,Suffolk,Ipswich,http://www.ipswichmakerspace.com,24 July 2014,active,2456862.5,
Dundee MakerSpace,Dundee MakerSpace,United Kingdom,Scotland,Dundee,http://www.dundeemakerspace.co.uk,28 July 2014,active,2456866.5,
Wyoming TinkerSpace,Wyoming TinkerSpace,United States of America,Wyoming,Cheyenne,http://www.wyotinkerspace.org,31 July 2014,active,2456869.5,
LuneLab Makerspace,LuneLab Makerspace,United Kingdom,Lancashire,Lancaster,http://lunelab.org.uk,1 August 2014,active,2456870.5,
Open Source Maker Labs,Open Source Maker Labs,United States of America,California,Vista,http://www.opensourcemakerlabs.com/,1 August 2014,active,2456870.5,
ABC Makerspace,ABC Makerspace,Brazil,São Paulo,Santo Andre,http://www.abcmakerspace.com.br/,1 August 2014,active,2456870.5,
Chillicothe.Labs,Chillicothe.Labs,United States of America,Ohio,Chillicothe,,1 August 2014,building,2456870.5,
Ginza Hub,Ginza Hub,Japan,Ginza,Tokyo,http://mkt.com/ginza-hub,1 August 2014,active,2456870.5,
Fab Lab Devon,Fab Lab Devon,United Kingdom,Devon,Exeter,http://fablabdevon.org/,1 August 2014,active,2456870.5,
KackLab Sorocaba,KackLab Sorocaba,Brazil,São Paulo,Sorocaba,http://hacklab.club/,7 August 2014,active,2456876.5,
SoDo Makerspace,SoDo Makerspace,United States of America,Washington,Seattle,http://sodomakerspace.org/,9 August 2014,active,2456878.5,
Hack'Aveiro,Hack'Aveiro,Portugal,Aveiro,Aveiro,http://www.hackaveiro.org,13 August 2014,active,2456882.5,
Proto Makerspace,Proto Makerspace,United States of America,Texas,Spring,http://www.protomx.com,14 August 2014,active,2456883.5,
Icewire Makerspace,Icewire Makerspace,Canada,Ontario,Toronto,http://make.icewire.ca,15 August 2014,active,2456884.5,
Hackerspace Londrina,Hackerspace Londrina,Brazil,Paraná,Londrina,,19 August 2014,active,2456888.5,
Jogja Digital Valley,Jogja Digital Valley,Indonesia,,Yogyakarta,http://jogjadigitalvalley.com/,21 August 2014,active,2456890.5,
Ijhack,Ijhack,Netherlands,,Amsterdam,https://ijhack.nl,26 August 2014,planned,2456895.5,
Cloyne,Cloyne,United States of America,California,Berkeley,https://cloyne.org/,27 August 2014,active,2456896.5,
Maker Austria,Maker Austria,Austria,Vienna,Vienna,http://www.makeraustria.at,1 September 2014,active,2456901.5,
Hackerspace Szeged,Hackerspace Szeged,Hungary,Csongrad,Szeged,,1 September 2014,active,2456901.5,
MAKE Ventura,MAKE Ventura,United States of America,California,Ventura,http://makeventura.com,7 September 2014,active,2456907.5,
Maliome Hackerspace,Maliome Hackerspace,Indonesia,DIY,Yogyakarta,,10 September 2014,active,2456910.5,
Southwest Florida Hackerspace,Southwest Florida Hackerspace,United States of America,Florida,Fort Myers,http://www.swflhackerspace.com,10 September 2014,active,2456910.5,
Carbon hackerspace,Carbon hackerspace,Belgium,Limburg,Genk/Houthalen,,12 September 2014,active,2456912.5,
The Foundry Makerspace,The Foundry Makerspace,United States of America,Washington,Bellingham,http://www.bellinghamfoundry.com/,13 September 2014,active,2456913.5,
OSHW.IT,OSHW.IT,Italy,Italy,Livorno,http://oshw.it,15 September 2014,active,2456915.5,
Duluth MakerSpace,Duluth MakerSpace,United States of America,Minnesota,Duluth,http://DuluthMakerSpace.com/,16 September 2014,active,2456916.5,
JMoon MakerSpace,JMoon MakerSpace,India,Delhi,New Delhi,http://JMoonLabs.com/MakerSpace,18 September 2014,active,2456918.5,
ProVolt,ProVolt,United States of America,Utah,Provo,http://www.Provolt.org,20 September 2014,active,2456920.5,
330ohms Makerspace,330ohms Makerspace,Mexico,Distrito Federal,Mexico City,http://makerspace.330ohms.com/,26 September 2014,active,2456926.5,
NeuroGenPhyEngPer Lab,NeuroGenPhyEngPer Lab,Germany,Berlin,Berlin,,28 September 2014,active,2456928.5,
ALICELab,ALICELab,France,Pyrénées-Orientales,Perpignan,http://alicelab.fr/,29 September 2014,active,2456929.5,
GeekLabs,GeekLabs,Denmark,,Esbjerg,http://geeklabs.dk/,1 October 2014,active,2456931.5,
Forma Labs,Forma Labs,Ireland,Munster,Cork,http://formalabs.org,1 October 2014,active,2456931.5,
AwesomeSpace,AwesomeSpace,Netherlands,Utrecht,Utrecht,http://www.awesomespace.nl,1 October 2014,active,2456931.5,
Breakwater Makerspace,Breakwater Makerspace,United States of America,California,San Francisco,http://www.breakwater.rocks,1 October 2014,active,2456931.5,
Maker Station,Maker Station,South Africa,Western Cape,Cape Town,http://makerstation.co.za/,1 October 2014,active,2456931.5,
UMake Labs,UMake Labs,United States of America,New York,Massapequa,http://www.umakelabs.com,1 October 2014,active,2456931.5,
DataPaulette,DataPaulette,France,Île-de-France,Montreuil,http://www.datapaulette.org,1 October 2014,active,2456931.5,
Daily Hacker Space @ Siam Restaurant & Bar,Daily Hacker Space @ Siam Restaurant & Bar,United States of America,Pennsylvania,Lewisburg,http://www.siamlewisburg.com/,3 October 2014,active,2456933.5,
C-Hack Calw,C-Hack Calw,Germany,Baden-Württemberg,Calw,http://c-hack.de,3 October 2014,active,2456933.5,
Pequi Tech HackerSpace,Pequi Tech HackerSpace,Brazil,Goias,Goiania,https://groups.google.com/forum/#!forum/pequi-tech-hakcerspace,4 October 2014,planned,2456934.5,
Jackson Makerspace,Jackson Makerspace,United States of America,Michigan,Jackson,http://www.JacksonMakerSpace.org/,4 October 2014,active,2456934.5,
Cryptoanarchy institute,Cryptoanarchy institute,Czech Republic,,Prague,http://www.paralelnipolis.cz/cryptoanarchy-institute/,9 October 2014,active,2456939.5,
Yutoribeya,Yutoribeya,Japan,Tokyo,Shibuya,http://yutoribeya.com/,9 October 2014,,2456939.5,
The MakerHive,The MakerHive,United States of America,Indiana,Elkhart,http://www.themakerhive.com,10 October 2014,active,2456940.5,
Monachers,Monachers,Italy,Basilicata,Matera,,15 October 2014,active,2456945.5,
Perm Makerspace,Perm Makerspace,Russian Federation,,Perm,https://vk.com/perm_makerspace,17 October 2014,active,2456947.5,
GIMPS,GIMPS,United Kingdom,Rhondda Cynon Taff,Aberdare,,21 October 2014,building,2456951.5,
Hackerspace Sarajevo,Hackerspace Sarajevo,Bosnia and Herzegovina,,,,23 October 2014,active,2456953.5,
TheMakerSpace - Durban,TheMakerSpace - Durban,South Africa,Kwazulu Natal,Durban,http://themakerspace.co.za/hackerspaces/durban/,23 October 2014,active,2456953.5,
Laboratório Hacker,Laboratório Hacker,Brazil,Rio Grande do Sul,Santiago,http://laboratoriohacker.org/,1 November 2014,active,2456962.5,
Leigh Virtual Hackspace,Leigh Virtual Hackspace,United Kingdom,Lancashire,Leigh,,1 November 2014,active,2456962.5,
OpenLandLAB,OpenLandLAB,Austria,Burgenland,Kirchfidisch,http://www.openlandlab.org,1 November 2014,active,2456962.5,
